"Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species"
"ASV_0476" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Christensenellaceae" "Christensenella" NA
"ASV_0477" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" "Streptococcus" "equinus/suis"
"ASV_0478" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Sutterellaceae" "Parasutterella" NA
"ASV_0479" "Bacteria" "Actinobacteria" "Actinobacteria" "Bifidobacteriales" "Bifidobacteriaceae" "Bifidobacterium" NA
"ASV_0480" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" NA
"ASV_0481" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylorubrum" NA
"ASV_0482" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Lawsonibacter" NA
"ASV_0483" "Bacteria" "Firmicutes" NA NA NA NA NA
"ASV_0484" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0485" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Christensenellaceae" "Beduinibacterium" NA
"ASV_0486" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Intestinimonas" NA
"ASV_0487" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" NA NA
"ASV_0488" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0489" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0490" "Bacteria" NA NA NA NA NA NA
"ASV_0491" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0492" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Peptostreptococcaceae" NA NA
"ASV_0493" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Ligilactobacillus" NA
"ASV_0494" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Phocaeicola" NA
"ASV_0495" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0496" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Peptostreptococcaceae" "Romboutsia" NA
"ASV_0497" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" "Breznakia" NA
"ASV_0498" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfovibrionales" "Desulfovibrionaceae" "Bilophila" NA
"ASV_0499" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Enterobacterales" "Enterobacteriaceae" "Salmonella" NA
"ASV_0500" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Peptostreptococcaceae" "Romboutsia" NA
"ASV_0501" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0502" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0503" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Prevotellaceae" NA NA
"ASV_0504" "Bacteria" NA NA NA NA NA NA
"ASV_0505" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" "Longibaculum" NA
"ASV_0506" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0507" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae_1" NA NA
"ASV_0508" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Eubacteriaceae" NA NA
"ASV_0509" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Barnesiellaceae" "Barnesiella" NA
"ASV_0510" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0511" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Catabacteriaceae" "Catabacter" "hongkongensis"
"ASV_0512" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Eubacteriaceae" "Eubacterium" NA
"ASV_0513" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0514" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0515" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" NA NA
"ASV_0516" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Aerococcaceae" "Aerococcus" "urinaeequi/viridans"
"ASV_0517" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0518" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0519" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides" NA
"ASV_0520" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Phocaeicola" NA
"ASV_0521" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0522" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas" "guangdongensis/hankookensis/oligophenolica/panni/phyllosphaerae"
"ASV_0523" "Bacteria" "Firmicutes" NA NA NA NA NA
"ASV_0524" "Bacteria" "Firmicutes" NA NA NA NA NA
"ASV_0525" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Enterococcaceae" "Enterococcus" NA
"ASV_0526" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Prevotellaceae" "Prevotellamassilia" NA
"ASV_0527" "Bacteria" "Bacteroidetes" "Chitinophagia" "Chitinophagales" "Chitinophagaceae" NA NA
"ASV_0528" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" "Amedibacillus" NA
"ASV_0529" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Staphylococcaceae" "Staphylococcus" NA
"ASV_0530" "Bacteria" NA NA NA NA NA NA
"ASV_0531" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Muribaculaceae" "Paramuribaculum" NA
"ASV_0532" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" "Amedibacillus" NA
"ASV_0533" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0534" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Intestinimonas" NA
"ASV_0535" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" NA
"ASV_0536" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" NA NA
"ASV_0537" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Phocaeicola" NA
"ASV_0538" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0539" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Sutterellaceae" "Parasutterella" NA
"ASV_0540" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Sellimonas" NA
"ASV_0541" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" NA NA NA
"ASV_0542" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" "Longibaculum" NA
"ASV_0543" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Oscillibacter" NA
"ASV_0544" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" NA NA
"ASV_0545" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" "Amedibacillus" NA
"ASV_0546" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" NA
"ASV_0547" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" "Turicibacter" NA
"ASV_0548" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Prevotellaceae" "Prevotella" NA
"ASV_0549" "Bacteria" "Firmicutes" NA NA NA NA NA
"ASV_0550" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Prevotellaceae" "Prevotella" NA
"ASV_0551" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" NA
"ASV_0552" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" "Clostridium_XVIII" NA
"ASV_0553" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Intestinimonas" NA
"ASV_0554" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0555" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" NA NA
"ASV_0556" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Barnesiellaceae" "Barnesiella" NA
"ASV_0557" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0558" "Bacteria" "Actinobacteria" "Coriobacteriia" "Eggerthellales" "Eggerthellaceae" "Adlercreutzia" NA
"ASV_0559" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0560" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Limosilactobacillus" NA
"ASV_0561" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" NA NA
"ASV_0562" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae_1" NA NA
"ASV_0563" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" NA NA NA
"ASV_0564" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Ligilactobacillus" NA
"ASV_0565" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" NA
"ASV_0566" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" NA NA
"ASV_0567" "Bacteria" NA NA NA NA NA NA
"ASV_0568" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0569" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Sellimonas" NA
"ASV_0570" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Intestinimonas" NA
"ASV_0571" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Porphyromonadaceae" "Parabacteroides" NA
"ASV_0572" "Bacteria" NA NA NA NA NA NA
"ASV_0573" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" NA
"ASV_0574" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Agathobacter" NA
"ASV_0575" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" NA NA
"ASV_0576" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Porphyromonadaceae" "Parabacteroides" NA
"ASV_0577" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" "Longibaculum" NA
"ASV_0578" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" NA NA
"ASV_0579" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Prevotellaceae" "Prevotellamassilia" NA
"ASV_0580" "Bacteria" NA NA NA NA NA NA
"ASV_0581" "Bacteria" "Firmicutes" "Clostridia" NA NA NA NA
"ASV_0582" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0583" "Bacteria" NA NA NA NA NA NA
"ASV_0584" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0585" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" "Dielma" NA
"ASV_0586" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Oscillibacter" NA
"ASV_0587" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Porphyromonadaceae" "Parabacteroides" NA
"ASV_0588" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" NA
"ASV_0589" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0590" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" "Holdemania" NA
"ASV_0591" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0592" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Listeriaceae" "Listeria" NA
"ASV_0593" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Ligilactobacillus" NA
"ASV_0594" "Bacteria" "Actinobacteria" "Actinobacteria" "Bifidobacteriales" "Bifidobacteriaceae" "Bifidobacterium" NA
"ASV_0595" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" NA NA
"ASV_0596" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0597" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0598" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0599" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0600" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0601" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfovibrionales" "Desulfovibrionaceae" "Mailhella" NA
"ASV_0602" "Bacteria" NA NA NA NA NA NA
"ASV_0603" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Staphylococcaceae" "Staphylococcus" NA
"ASV_0604" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" NA
"ASV_0605" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Christensenellaceae" "Beduinibacterium" NA
"ASV_0606" "Bacteria" "Actinobacteria" NA NA NA NA NA
"ASV_0607" "Bacteria" NA NA NA NA NA NA
"ASV_0608" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Oscillibacter" NA
"ASV_0609" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Christensenellaceae" NA NA
"ASV_0610" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" NA
"ASV_0611" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0612" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Catabacteriaceae" "Catabacter" "hongkongensis"
"ASV_0613" "Bacteria" NA NA NA NA NA NA
"ASV_0614" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" NA NA NA
"ASV_0615" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0616" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Ligilactobacillus" NA
"ASV_0617" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0618" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0619" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA NA
"ASV_0620" "Bacteria" "Acidobacteria" "Acidobacteria_Gp2" "Gp2" NA NA NA
"ASV_0621" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Christensenellaceae" "Christensenella" "minuta"
"ASV_0622" "Bacteria" NA NA NA NA NA NA
"ASV_0623" "Bacteria" "Bacteroidetes" "Chitinophagia" "Chitinophagales" "Chitinophagaceae" "Puia" NA
"ASV_0624" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" "Curvibacter" "lanceolatus"
"ASV_0625" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" NA
"ASV_0626" "Bacteria" NA NA NA NA NA NA
"ASV_0627" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Rikenellaceae" "Alistipes" NA
"ASV_0628" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0629" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" "Acidovorax" "defluvii/facilis"
"ASV_0630" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Paracoccus" "aestuarii/alcaliphilus/alkenifer/aminophilus/aminovorans/beibuensis/caeni/carotinifaciens/chinensis/denitrificans/fistulariae/haeundaensis/homiensis/huijuniae/isoporae/kamogawaensis/koreensis/limosus/lutimaris/marcusii/marinus/panacisoli/saliphilus/sediminis/siganidrum/sphaerophysae/stylophorae/tibetensis/yeei"
"ASV_0631" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides" NA
"ASV_0632" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" NA NA
"ASV_0633" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0634" "Bacteria" "Firmicutes" "Clostridia" NA NA NA NA
"ASV_0635" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0636" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0637" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Muribaculaceae" "Paramuribaculum" NA
"ASV_0638" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0639" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Barnesiellaceae" "Barnesiella" NA
"ASV_0640" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0641" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" NA NA
"ASV_0642" "Bacteria" "Firmicutes" NA NA NA NA NA
"ASV_0643" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0644" "Bacteria" "Actinobacteria" "Coriobacteriia" "Coriobacteriales" "Coriobacteriaceae" "Collinsella" NA
"ASV_0645" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Prevotellaceae" "Prevotellamassilia" NA
"ASV_0646" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Neglecta" NA
"ASV_0647" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" NA NA
"ASV_0648" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0649" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Oscillibacter" NA
"ASV_0650" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminococcus" NA
"ASV_0651" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides" NA
"ASV_0652" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Rikenellaceae" "Alistipes" NA
"ASV_0653" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Prevotellaceae" NA NA
"ASV_0654" "Bacteria" "Bacteroidetes" "Chitinophagia" "Chitinophagales" "Chitinophagaceae" "Puia" NA
"ASV_0655" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Lawsonibacter" NA
"ASV_0656" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Gammaproteobacteria_incertae_sedis" "Acidibacter" NA NA
"ASV_0657" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0658" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0659" "Bacteria" NA NA NA NA NA NA
"ASV_0660" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Prevotellaceae" "Prevotellamassilia" NA
"ASV_0661" "Bacteria" "Candidatus_Saccharibacteria" NA NA NA NA NA
"ASV_0662" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Phocaeicola" NA
"ASV_0663" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Prevotellaceae" "Prevotellamassilia" NA
"ASV_0664" "Bacteria" "Firmicutes" "Clostridia" NA NA NA NA
"ASV_0665" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Mediterraneibacter" NA
"ASV_0666" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0667" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0668" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Prevotellaceae" "Prevotellamassilia" NA
"ASV_0669" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0670" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" "Faecalibacillus" NA
"ASV_0671" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Eubacteriaceae" "Pseudoramibacter" NA
"ASV_0672" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0673" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Agathobaculum" NA
"ASV_0674" "Bacteria" NA NA NA NA NA NA
"ASV_0675" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" "Runella" NA
"ASV_0676" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Oscillibacter" NA
"ASV_0677" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Intestinimonas" NA
"ASV_0678" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Peptococcaceae_1" NA NA
"ASV_0679" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Prevotellaceae" NA NA
"ASV_0680" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" NA NA
"ASV_0681" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Phocaeicola" NA
"ASV_0682" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Ligilactobacillus" NA
"ASV_0683" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae_1" NA NA
"ASV_0684" "Bacteria" "Actinobacteria" "Coriobacteriia" "Eggerthellales" "Eggerthellaceae" "Adlercreutzia" NA
"ASV_0685" "Bacteria" "Bacteroidetes" NA NA NA NA NA
"ASV_0686" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0687" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0688" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Flavonifractor" NA
"ASV_0689" "Bacteria" NA NA NA NA NA NA
"ASV_0690" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Prevotellaceae" NA NA
"ASV_0691" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Clostridium_XlVb" NA
"ASV_0692" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0693" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides" NA
"ASV_0694" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" "Longibaculum" NA
"ASV_0695" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" NA NA NA
"ASV_0696" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0697" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0698" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Staphylococcaceae" "Staphylococcus" "aureus/saccharolyticus/sciuri/xylosus"
"ASV_0699" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0700" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Anaerotignum" NA
"ASV_0701" "Bacteria" "Deinococcus-Thermus" "Deinococci" "Thermales" "Thermaceae" "Meiothermus" NA
"ASV_0702" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"ASV_0703" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" "Streptococcus" "australis/cristatus/dentisani/infantis/mitis/oligofermentans/oralis/parasanguinis/peroris/pneumoniae/pseudopneumoniae/pyogenes/rubneri/salivarius/sanguinis/tigurinus"
"ASV_0704" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" NA
"ASV_0705" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0706" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Porphyromonadaceae" "Parabacteroides" NA
"ASV_0707" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Staphylococcaceae" "Staphylococcus" NA
"ASV_0708" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Limosilactobacillus" NA
"ASV_0709" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0710" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Rhodocyclales" "Azonexaceae" "Ferribacterium" NA
"ASV_0711" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Gemmiger" NA
"ASV_0712" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas" "echinoides/fennica/haloaromaticamans/laterariae/parapaucimobilis/paucimobilis/pseudosanguinis/roseiflava/sanguinis/wittichii/yabuuchiae"
"ASV_0713" "Bacteria" NA NA NA NA NA NA
"ASV_0714" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Muribaculaceae" "Paramuribaculum" NA
"ASV_0715" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0716" "Bacteria" "Actinobacteria" "Actinobacteria" "Bifidobacteriales" "Bifidobacteriaceae" "Bifidobacterium" NA
